t,x,y,yaw,vx,vy,omega
1.7000000000000008,-0.1357,0.0894,0.0,0.235477729197425,0.08789268116292379,-8.665086013546929e-19
1.7500000000000009,-0.1237,0.0938,0.0,0.24309291943275158,0.08798966138791976,-8.588898743439701e-19
1.800000000000001,-0.1113,0.0982,0.0,0.2507031326445058,0.08792309472876168,-8.513381345520392e-19
1.850000000000001,-0.0986,0.1026,0.0,0.2582733860445465,0.08769689881189882,-8.438527929976339e-19
1.900000000000001,-0.0854,0.1069,0.0,0.2656922548522998,0.08731515846579578,-8.364332658780719e-19
1.950000000000001,-0.0719,0.1113,0.0,0.27283539241606564,0.08678257738280325,-8.290789745237223e-19
2.000000000000001,-0.0581,0.1156,0.0,0.27960791090551335,0.08610356444754806,-8.217893453528739e-19
2.0500000000000007,-0.0439,0.1199,0.0,0.2859384258995708,0.08528268691947212,-8.1456380982699945e-19
2.1000000000000005,-0.0294,0.1241,0.0,0.29177324824747053,0.08432470903733771,-8.07401804406414e-19
2.1500000000000004,-0.0147,0.1283,0.0,0.2970726096419058,0.08323471556759539,-8.003027705063231e-19
2.2,0.0003,0.1324,0.0,0.30180835159211594,0.08201779081681101,-7.932661544532565e-19
2.25,0.0155,0.1365,0.0,0.3059610578897954,0.08067918857014991,-7.862914074418863e-19
2.3,0.0309,0.1405,0.0,0.30951824360098534,0.07922404713321467,3.55231440988417e-20
2.3499999999999996,0.0465,0.1444,0.0,0.31247305127725844,0.07765758723604312,2.068871653026013e-18
2.3999999999999995,0.0622,0.1482,0.0,0.3148229126222959,0.07598537062453403,3.678328922667792e-18
2.4499999999999993,0.078,0.152,0.0,0.3165690314360727,0.07421317654427947,3.2399742877615335e-18
2.499999999999999,0.0939,0.1556,0.0,0.3177157613254288,0.07234638526375169,3.618578684883309e-18
2.549999999999999,0.1098,0.1592,0.0,0.31826979848321274,0.0703907659922547,2.366746108106511e-18
2.5999999999999988,0.1257,0.1627,0.0,0.31824007865598064,0.06835192827002434,1.2909527155556673e-18
2.6499999999999986,0.1416,0.166,0.0,0.3176374777097459,0.06623521146536679,5.175180682466609e-19
2.6999999999999984,0.1574,0.1693,0.0,0.3164742562750028,0.0640465512858495,-1.9935243033708283e-19
2.7499999999999982,0.1732,0.1724,0.0,0.3147641533003106,0.06179156291668365,-1.9759963556587357e-19
2.799999999999998,0.1889,0.1754,0.0,0.3125217182947466,0.05947599198086681,-1.958622521418186e-19
2.849999999999998,0.2044,0.1783,0.0,0.30976221420790095,0.05710575166729115,-1.9414014456153498e-19
2.8999999999999977,0.2198,0.1811,0.0,0.30650217109243166,0.05468652351639793,-1.9243317851304546e-19
2.9499999999999975,0.235,0.1838,0.0,0.3027587505989868,0.05222377419531548,-1.9074122086530312e-19
2.9999999999999973,0.25,0.1863,0.0,0.29854967442832187,0.04972276966435934,-1.8906413965780812e-19
3.049999999999997,0.2648,0.1887,0.0,0.29389327649283226,0.04718910913513632,-1.8740180409031572e-19
3.099999999999997,0.2794,0.191,0.0,0.2888082219244402,0.04462839729746595,-1.857540845126348e-19
3.149999999999997,0.2936,0.1931,0.0,0.2833132929866068,0.04204588724260324,-1.8412085241451601e-19
3.1999999999999966,0.3076,0.1952,0.0,0.277428270638904,0.03944705170159772,-1.825019804156291e-19
3.2499999999999964,0.3213,0.1971,0.0,0.2711731362116596,0.036836762312462176,-1.80897342255628e-19
3.2999999999999963,0.3347,0.1988,0.0,0.26456777017854266,0.03421981500851087,-1.7930681278430337e-19
3.349999999999996,0.3477,0.2005,0.0,0.25764751574369454,0.03160154655224178,-1.7773026795182204e-19
3.399999999999996,0.3604,0.202,0.0,0.25047618050737075,0.02898661965130923,-1.7616758479905173e-19
3.4499999999999957,0.3727,0.2033,0.0,0.24311749230388116,0.02637956781115976,-1.804420900630103e-18
3.4999999999999956,0.3846,0.2046,0.0,0.23561933655709943,0.023785426916614786,-5.039536862675375e-18
3.5499999999999954,0.3962,0.2057,0.0,0.2280176944023217,0.02120853195961284,-9.0625487130852e-18
3.599999999999995,0.4073,0.2067,0.0,0.22033960186535673,0.01865307083213178,-1.0609800525873327e-17
3.649999999999995,0.4181,0.2075,0.0,0.21260537345413222,0.016123200912641012,-3.1895958719730574e-18
3.699999999999995,0.4285,0.2083,0.0,0.2048302729618226,0.013623232990688811,7.413479780129835e-18
3.7499999999999947,0.4385,0.2089,0.0,0.19702576902399657,0.011156835101702286,1.1411312307107505e-17
3.7999999999999945,0.4481,0.2093,0.0,0.18920047854458757,0.008727576724555224,1.212300527943225e-17
3.8499999999999943,0.4574,0.2097,0.0,0.18136087556168223,0.006339559650963788,1.2016414453179461e-17
3.899999999999994,0.4662,0.21,0.0,0.17351182391589556,0.0039962139641572594,8.645398983499493e-18
3.949999999999994,0.4746,0.2101,0.0,0.16565697752205646,0.0017003292013238135,-2.8219717407367026e-18
3.999999999999994,0.4827,0.2101,0.0,0.15779908113126204,-0.0005449697554194955,-1.580108463249378e-17
